v32[ 5 10],v22[0 5],v22[ 5 10],v32[0 5]
0.0132864975043443,0.0176554400454245,0.0298985890694841,0.0108856855350106
0.0146302122453893,0.0275677136414591,0.0408660113716329,0.0135468599735993
0.0179239674642023,0.0263892306242778,0.0355102076541666,0.0152552154655094
0.0196364044655756,0.0267547367942617,0.0370332135824041,0.0180222109053927
0.021929194748841,0.0241296107474538,0.0450449811701621,0.0194890710442925
0.0151685176106044,0.0252935490562114,0.0288358569376032,0.0127449401771783
0.0166596792423238,0.0270862607440995,0.0409701317817952,0.0163595899961365
0.0170089194654669,0.0275667777194871,0.0443089977260829,0.0165025370171959
0.0125753418798537,0.0169933562489689,0.0311674463426129,0.0107903033772816
0.0123032008046101,0.0162601146907313,0.0234838075352588,0.0104677298818412
0.0146305221638507,0.0213582430036468,0.0330847514530484,0.0132140879755958
0.0168334480894547,0.0220721101902787,0.0330596664622577,0.0146259125080767
0.0143528800773401,0.0189984254574723,0.0276808865537297,0.0127540924987575
0.0144874773468772,0.0244196569282328,0.0322114667734048,0.0120620057203353
0.0150938338863913,0.021844899572365,0.0313833578473934,0.0136694806196034
0.0108940237954288,0.0200537204468891,0.0325680103350245,0.0086326142999429
0.0154722813828222,0.0222655149142437,0.0354848765873206,0.0113640482267678
0.0195743189497612,0.0253456884037184,0.0346800953317654,0.0158095745971686
0.0209228845093239,0.0236294603101534,0.0387072896399639,0.0174931332176251
0.0120324814830502,0.0197843027422057,0.0285415127605159,0.0108209406100479
0.0147901759272579,0.0234676380524803,0.0353325354934282,0.0140578275441367
0.0217929287119698,0.029552165339551,0.0483548694392108,0.0185474598165779
0.0148762889400532,0.0209003202947267,0.0334733353741025,0.0129952312892669
0.0223025612414703,0.0280812958508557,0.0394689753399715,0.0187431462718184
0.0158474897654536,0.0265462517717176,0.0392572644905292,0.0142718483467788
0.0115981741222376,0.0248500771617465,0.0377792542399832,0.0103689837141067
0.0150814465566801,0.0231835453219487,0.0380388289991694,0.0130106823749169
0.0118270234104549,0.0190248502850125,0.0325240791492168,0.0103763888682299
0.0141639058941802,0.0246724418620833,0.0309090922665035,0.0142408846941922
0.0175618853730372,0.0245418830108919,0.0344338930769817,0.0151826459392988
0.0162768658950216,0.0188709512441966,0.0307884479761824,0.0132856718607296
0.0125286634363065,0.0168170480016737,0.02973244374832,0.0120210897820978
0.0230324003426002,0.030923925005308,0.0454846081052586,0.0207747510058644
0.0148082206390825,0.0222940400043038,0.0337836030736844,0.0130798902556996
0.0241216905042139,0.0320996714740129,0.0469737936122871,0.0205094325068666
0.0182459301984495,0.0316931194257251,0.0417264460211333,0.0177219591421037
0.0195186611244814,0.0258151261008317,0.0363667279400741,0.0181392069257557
0.0251210129580608,0.0371453430667305,0.050786381320955,0.022838687097655
0.0176780617105201,0.0211588157710475,0.0362161395530788,0.0130833758601578
0.0143278748212699,0.0183101399858649,0.0330493544975611,0.0103834484305429
0.0166098026643899,0.0246137774306922,0.0374684277155151,0.0144306242971973
0.0124507277085458,0.0167526558633345,0.0292417272262278,0.0099398593925494
0.0136534757198122,0.0273304684026986,0.0400026384651996,0.0130910912717811
0.0119971889130708,0.022195317954858,0.0389757211799248,0.0098207800628598
0.01384031445169,0.0251471734469782,0.0386103998921661,0.0132372308423371
0.0206818088698982,0.0337462570583416,0.0500295955593239,0.0195789773382299
0.0156430815112733,0.0196838529730223,0.0319013873044044,0.0129335038735414
0.0308989038390305,0.0387698030127817,0.0568725077997163,0.029340600999883
0.0190001579426836,0.0215122560723816,0.0312627119518537,0.0159019068549558
0.0129023947210654,0.0176988017139283,0.0231151656955889,0.0102205804364514
0.0094727365545742,0.016923387731843,0.0196758770380716,0.0091505016070656
0.013067548681706,0.0190481032215228,0.0297311102785917,0.0112660830358139
0.0111459978837704,0.0192003131336105,0.0300576795926816,0.0091993367578215
0.0113717374989828,0.0147466162059177,0.0231046769885198,0.0106186406424417
0.0238006496187478,0.0317256519356098,0.0355197717177287,0.0220994082352234
0.0242833286511105,0.030424261090233,0.0372654829181068,0.0219890033640799
0.0087887014836382,0.0133000779620505,0.0167482707925625,0.0071555526362178
0.0193917348299599,0.028314745147721,0.0311088752741812,0.017798139213659
0.0141312961331953,0.0262243263675475,0.0448559960181121,0.0130800440686069
0.0114270483375269,0.0189209547804334,0.0226706973198092,0.0112891898474937
0.0117281196232403,0.0137317798188805,0.0237275534641332,0.0092461788912305
0.018232171793259,0.0273595015168187,0.0416050018291205,0.0155232747906572
0.0132584814045127,0.022697225154018,0.0394467219422077,0.0124442188040139
0.0216885449440184,0.0254321923316609,0.0437951559862433,0.0197094078492519
0.0100723742054386,0.0206076987917329,0.0294589704963879,0.0074368013694055
0.0102506572157092,0.0160838222798431,0.0258812153021734,0.0091747389498844
0.0200813840080636,0.0342802853313648,0.0443193483089994,0.0175406157099604
0.0113596347933939,0.0224785404666433,0.0321320367484233,0.0120757974640186
0.0212741887318475,0.030069286873385,0.0421176064805807,0.0201831031577084
0.0194141541289398,0.0297151273987999,0.0421833717332394,0.0179326812947372
0.0134383436687001,0.0218131247578679,0.0385618693056846,0.0118856942274289
0.0265121841121456,0.0338396541731536,0.0491361914797597,0.0225404451654654
0.0177493822429968,0.0243371476596949,0.0426355891842243,0.0151485142305062
0.011179225723437,0.0230054947840093,0.0333811670373519,0.0089102179312995
0.0234764348592753,0.0258027425084352,0.0433921311928746,0.0186579902025408
0.0196663603279493,0.0347769593545562,0.0448653118001687,0.01661944216941
0.0217173017574669,0.0309571330989803,0.0468095880443122,0.020512619795096
0.0082490615041555,0.0118972526727733,0.020409111817977,0.0080399157281348
0.0119305166131827,0.0190704361427448,0.0258405360237235,0.0106306075726682
0.0167584633626421,0.0278980742039,0.0392232089822918,0.0145983178590377
0.0241254653151908,0.0308797353842961,0.0318504629894674,0.0254326171979542
0.0137123072237557,0.0239026337855771,0.0280374603999542,0.0122716769025561
0.0166909517478304,0.0290147957697535,0.0370108733128533,0.0149699621088446
0.017706625547185,0.0235554168663073,0.0383464861116614,0.0143493108344112
0.0108791572404238,0.0189565317445229,0.0285134215401789,0.009706382018663
0.0222493111951251,0.0325857134872464,0.0481155025684691,0.0212164215588545
0.0217596907083292,0.0316156743388655,0.0426984057444853,0.0203579282150615
0.0122579992222373,0.0178585308442961,0.0367598446777369,0.0113808747157309
0.0253735715801725,0.0295885496169316,0.0470628486503092,0.022796719835491
0.014930934385564,0.0225512032298695,0.028444299330377,0.0149566853021322
0.0145693654920557,0.0206945400334902,0.0351072161447333,0.0133951190325565
0.0135001231170877,0.0208454063849389,0.0373159822446291,0.0112165941607872
0.0119456935040815,0.0172962312295175,0.0285590530555039,0.0125615863032883
0.0142551185821489,0.0225029176319988,0.0318990021132582,0.0140084506578062
0.0149115290102253,0.0247681972545756,0.0347062941829112,0.0136187160952363
0.0125067289636666,0.021236283305503,0.0338426666419553,0.0094991227484763
0.0177293907258536,0.0245471188635129,0.038916281878526,0.0143766503465929
0.0192700879663238,0.024498311269394,0.042748507171756,0.0163352514468032
0.0150071101317903,0.0197939251020727,0.0315976331996248,0.0135195432407043
0.0224695097842367,0.0323168033179628,0.0449807739420484,0.0197787770899164
0.0144285197758232,0.0191440920959731,0.033476240745202,0.0106106844873396
0.0109448432779607,0.0115847262373795,0.0189171303667447,0.009579310621064
0.0115783962383761,0.0171245167271804,0.020008209904487,0.0103568054949788
0.0185864087753405,0.0263082185583914,0.0394119047141599,0.0165830899729895
0.0294710018679632,0.0391262277381614,0.0524782812780773,0.0249856980446702
0.0172313864993295,0.0267142692065656,0.0391138319463386,0.0144614028695649
0.0155817586969409,0.0231366941785672,0.038578968881343,0.0149406385188366
0.013239537084886,0.0266161818152736,0.0419329419971415,0.012517826551417
0.0116592788321321,0.0225685802981153,0.025898766003862,0.011343787954255
0.0138822113947631,0.0210974469782445,0.0341586736220285,0.0107250613988973
0.0117468005287646,0.0159194284674905,0.0291370612614652,0.0111739950315032
0.0178511689912004,0.0212607767549266,0.0287957824528795,0.0156589554580471
0.0206731494914129,0.0262219994089449,0.0353331174156306,0.0194991506269206
0.0177588491648392,0.0274180036440147,0.0427805335980674,0.0143797524742579
0.010902460263359,0.0202433637892273,0.025908785584632,0.0109558304822849
0.0318108146895941,0.0417415977729395,0.0580126849942032,0.0252069785349465
0.0140771606356188,0.0253951311449364,0.0368458286712104,0.0131884361353016
0.0159073594943103,0.0228154985734116,0.0270798196984005,0.0136847278972251
0.0258303951541707,0.033629782032311,0.0392789814378164,0.024395643297494
0.0181850102901353,0.0211239372176624,0.0296635321995634,0.0158575286357025
0.0278550396970944,0.036811961787633,0.0519153952538695,0.0236024019511226
0.0240267937974239,0.0333596918929607,0.0433972138320155,0.023664780292848
0.0093415661199083,0.0138789705124803,0.0207958709690941,0.0079371292669193
0.0224900202591546,0.0352821534360986,0.0547719978607028,0.0201194223171467
0.0183528964710527,0.0272960556244689,0.0445158515221505,0.0155695341654929
0.0153277053075135,0.023105605458188,0.0406529099198734,0.0133521852913614
0.0134178261317939,0.0155399298005942,0.0302495988998399,0.0115535143996656
0.010981403630021,0.0193994810343759,0.0322480381936557,0.0105839153746924
0.0131645761337204,0.0227646329366009,0.0346523605875662,0.0114343127348823
0.0129787375408636,0.0146704191873629,0.0211175936492064,0.0119694578665669
0.0350667329045905,0.0480494947502092,0.0593502962706366,0.0334785005674415
0.0096713309815514,0.02135254477354,0.0363406951971624,0.0096278366282532
0.0161521647202775,0.0218888926327523,0.0330207295133546,0.013751926371668
0.0148210376316789,0.0233328295824339,0.0384321754378071,0.0132698732158692
0.0172487670460475,0.0237303692142098,0.0317633147296959,0.0165148423425848
0.0107866243234548,0.0194090035201064,0.0238306890517289,0.0105940934128314
0.0110742857313619,0.020959782043458,0.0309559117629453,0.0105733204791295
0.0191274413404932,0.0272120688483542,0.0398068784669966,0.0157796519727792
0.0195736608933598,0.0210646152324909,0.0298313803989821,0.0160420180886489
0.0084416684130334,0.0128630934863649,0.0221148221857348,0.0076257293505341
0.015717026533269,0.0214132437430748,0.0350439055341356,0.012881845976546
0.0135623183050623,0.0206701963060641,0.0251099229151295,0.0125942154941698
0.0142186276498159,0.0227170864168704,0.0252005848428392,0.012611100704801
0.016248584533147,0.0259961077415573,0.0325644516896946,0.0151087626606126
0.0158989223763762,0.0261027468615891,0.0504403441235825,0.0137067300044589
0.0291684280499554,0.0501550496916866,0.0681486339385577,0.0301447673734727
0.0146661339709042,0.0232347892389763,0.0338241835661049,0.0132713409790034
0.0092603261167503,0.014841295855078,0.0226641535485814,0.0067443635310457
0.0234912737173617,0.0264802018681022,0.0356945152276483,0.0199981053415758
0.0144010130225857,0.0241431593831721,0.0344267867748582,0.0135702178701156
0.0202179684782127,0.0317556422675722,0.036494788331672,0.0204488095859129
0.0245436990624054,0.0331112348229839,0.0384144094759215,0.0201432507672757
0.0108953303293541,0.0196461707542015,0.028716036463,0.0094600911917954
0.0221744380496929,0.0307096500349579,0.0453727815651407,0.0213930052530626
0.0171815908427175,0.0285463992524091,0.044309695450124,0.0151881671498106
0.0170116273393761,0.0241672657960491,0.0292802532768775,0.0153638200182189
0.0121062368158404,0.0144921204977508,0.026462048170928,0.0090908381313625
0.0176848172081023,0.0245192208173171,0.0396676602051805,0.0138435484377126
0.0233772966611583,0.0333797939833014,0.0474377762292471,0.0233103770732148
0.0189638353828754,0.0336794290036526,0.0382048804537128,0.01746461199754
0.0177341583528778,0.0305535027694421,0.044628759786731,0.0189061430527449
0.0195804269555505,0.0277553429283206,0.0437526669990922,0.0179950675675518
0.0183043415200572,0.0330687209705171,0.0463199583414024,0.0178577560250908
0.0093495656633132,0.0175812818705298,0.0252641162796602,0.0088390405927523
0.0206494583551309,0.0309708174733199,0.0371620635191259,0.0205148874144066
0.0138039907262011,0.019738151261089,0.034274234676578,0.0111619595400147
0.0224358359342746,0.025156706428019,0.037269776339026,0.0196451805002796
0.0187557568758612,0.0184268139835573,0.0304190872933156,0.0145426181918413
0.0157666587003143,0.0328339876479656,0.0417609088145315,0.0155007701525331
0.0182593634290327,0.0270656608512235,0.0453093411127315,0.0143852311046079
0.0217300020449765,0.0352647346960907,0.0521632021648977,0.0208213429134686
0.010572891865966,0.0142692725426594,0.0284986941862129,0.0091976765531487
0.013458172990786,0.0230460989982979,0.0242209620598128,0.0129408304630319
0.0102934942015193,0.0207029503004715,0.0225685421949015,0.0105229552514771
0.0142612954578022,0.0197203860339018,0.0333126707395358,0.0120008379477352
0.0120474548734053,0.0221592040601141,0.0229161197365819,0.0124508286193335
0.0222524386604772,0.0286667544966884,0.0554013573140961,0.0179995979395061
0.0138096907330703,0.0172096469647088,0.0243474831937076,0.0125464129975152
0.0156807683483202,0.0177680592640836,0.0283333507833483,0.0136787734751471
0.0113753223907871,0.0202116097309242,0.031676560841001,0.0097165662787277
0.0099703431351157,0.0157801871333063,0.0225182520996876,0.0100381210771184
0.0250241051845536,0.0314546274531975,0.0383131660741667,0.0218231310510368
0.0214719769617925,0.0270917794480174,0.0389979787902804,0.0195518815089982
0.0209129223754577,0.030554414258371,0.0455318380020936,0.0180227317980448
0.015896521324241,0.0200803141931797,0.0291191519991067,0.0153730956753984
0.0127489560725512,0.0145540064535516,0.0284402095651042,0.0124186639723658
0.0148758331938681,0.0243134687894046,0.0250180180559923,0.0149012254009052
0.0094445934971327,0.0157582489083853,0.0261796152513578,0.0083003918160337
0.0142746399098159,0.0238726564337869,0.0289152695543484,0.0135363510873687
0.0099117691908462,0.0249757627624768,0.0364010679356776,0.009046584105808
0.0205739669493399,0.0332805663559136,0.0493491679678189,0.0186647323218139
0.0135513988871907,0.0164854509859767,0.0294112032129307,0.0115759190383109
0.0188401563028474,0.0329255170680486,0.0455376072679167,0.0162452477001957
0.0177052641047662,0.0227789807257985,0.0391005791956705,0.0138292709497808
0.0100831215608525,0.0194491032894594,0.0331007142944984,0.0085714832658352
0.0094352029972588,0.0230823576080661,0.0298090895528152,0.0093047304727049
0.0176360081879423,0.0233124217065968,0.0345010438815517,0.0153916407930822
0.0230290857988011,0.0281742567715249,0.0377234507259331,0.0217855974886455
0.023625970362848,0.0396399260370291,0.0557037898784424,0.0211053499768747
0.0200444430820996,0.0241880243459493,0.0384617210386618,0.017583537890706
0.0156626384827452,0.0247527475063234,0.0445187203253176,0.0126754003591858
0.0127035836093318,0.0200684069441151,0.0228493626211331,0.0123023902807211
0.0179516778116064,0.0261443655575169,0.0388375516761349,0.017827009241079
0.0182021533293203,0.028242920486589,0.03700438788797,0.0167491911609057
0.0186607434392754,0.0290424187769162,0.0449628781356954,0.0162205741783
0.0162956127493909,0.0278179637864747,0.0393612485875785,0.0152713812931259
0.0138799153427406,0.0225327091381002,0.0375219267578425,0.0109479920367212
0.0161184603971956,0.0240373602599008,0.0396957404293642,0.0133527977655676
0.0098212816275858,0.0201620443811154,0.0331823808488339,0.0102374581634112
0.0187291055308268,0.0271301526476944,0.0335061825645434,0.0190328531609024
0.0275859005901522,0.0370964114491464,0.0515438577232466,0.0243937933269795
0.0190337183933068,0.0358008680884831,0.0510010597554393,0.0180296637727787
0.0141011659675521,0.0263364192794174,0.040869776595531,0.0142230741656819
0.0143954171515218,0.0181303687066752,0.0248603369726238,0.0133453695435434
0.025680721580127,0.0395496388609944,0.0509337805530933,0.0202483997397081
0.0112884231355518,0.0208273963564934,0.0423585781575577,0.0083423510622804
0.021213853184508,0.0304319810474302,0.0421580101662217,0.0180752122836771
0.0154688801132168,0.0238726079900661,0.0313057743515757,0.0128750415798268
0.0120708513592605,0.0185361065618997,0.0314727904537356,0.0091779355401654
0.0120080768167955,0.0240835260398456,0.0379796485545111,0.0104721084326214
0.0124469738586599,0.0135104653216344,0.0243123689106568,0.0091324138307089
0.0172661212526392,0.0288589227219009,0.039612625238992,0.0174571105654036
0.020432677885427,0.0290601214547918,0.0424163259895934,0.0188824019188602
0.0225583879420361,0.0302191076084625,0.0469514280647455,0.0196066259361712
0.0101909108172966,0.022697495841492,0.0408448106871894,0.0071730628360466
0.0296069643743365,0.0375470955456672,0.0573289476258286,0.0246230615907087
0.0156673713979568,0.0290740494629353,0.0377247217452672,0.0166587544240937
0.0280200343181649,0.0306549553576772,0.0456066128383308,0.0231834215666642
0.01032203067779,0.0154230462092222,0.0195793332037364,0.0075369067892688
0.0211292793170542,0.0262561264039705,0.031864634427647,0.0156921362715319
0.0228938730606787,0.0338942687909526,0.0397487426871549,0.0237246447240448
0.022697200149949,0.0290823109939402,0.0380841102824198,0.0205310782803923
0.0192073652850876,0.031653171986794,0.0490828792630618,0.0175071040522591
0.0210303218434979,0.0235282986863466,0.0376073361219541,0.0167364391049855
0.022327450239671,0.0283223351506832,0.0452508186274033,0.0187999266959587
0.0184074806116553,0.0287659243816803,0.0447866934581248,0.0158457585581903
0.0127318285333517,0.0253653067476308,0.035527568446154,0.0114498472697465
0.026371545219495,0.0322959703774793,0.0445502474873834,0.0213212153621162
0.0108837722070768,0.0186831110130819,0.0258712577420644,0.0105769224897774
0.0204968575597602,0.032324795075524,0.0478476200313443,0.0196625188898888
0.0119815808483937,0.0144159136568392,0.017126011506512,0.0104598470327653
0.0160405705682331,0.0265648486215805,0.0374575013766544,0.0149765278924706
0.0167252801089452,0.0288083631715812,0.0316126737023397,0.0147029006859106
0.0121158483395969,0.0191730383156376,0.0279322826777176,0.0115101094536877
0.0194507104004278,0.0279865686908669,0.0455679704380381,0.0167258952897239
0.0244089907860203,0.035983194987707,0.0475455143409052,0.0230152076482159
0.0238734625938806,0.0357444523514121,0.0385023426593347,0.0210177267969623
0.0212342405141978,0.0284418621109897,0.0484926513966756,0.0186217355679322
0.020865594218309,0.0274195189001526,0.0395650336401536,0.0174815210729737
0.0096682792449742,0.0211002937113701,0.0349946505548333,0.0085706750521913
0.0104629264918327,0.016250204412252,0.0348308675851574,0.009497260979761
0.0098036402653853,0.0198666392425617,0.0362727602765901,0.0090492510498557
0.0099904386622522,0.0203770415555189,0.0318810059976005,0.0098697875288733
0.0130877543846888,0.0243972653124371,0.0372291812372594,0.0123276794508801
0.0136840555977979,0.0177799994861386,0.0253120774773872,0.0107766804887585
0.0112387461192891,0.0233496773695519,0.0318553826899378,0.0093045708602411
0.0348608957358175,0.0415105904384966,0.0593191939624576,0.0270141192556283
0.0115086430755333,0.0143369862994833,0.0168823909366216,0.0107005758591431
0.014844935625815,0.0181120930892115,0.0270892572765083,0.0117953204505306
0.012917193976638,0.0218954486472031,0.0326138409111546,0.0119178943910799
0.0144810509823158,0.0233392103692142,0.0441293894704175,0.0125186482814244
0.0244647886762289,0.0331415430077767,0.0482374151794342,0.0206944678167958
0.0341614292741126,0.0451188292132825,0.0615029263198362,0.0267531404975026
0.0145712302485982,0.0159227647325925,0.0213863947661968,0.0125484893908264
0.0143290790888412,0.0197644692741961,0.0248275432085672,0.0120925187935719
0.0225617896199199,0.0216251669431452,0.0347359918172809,0.0200923220549946
0.0188612804630465,0.0257716761889882,0.0476361354136176,0.0154571504194616
0.0073182820975867,0.0110137771196114,0.0167470414197142,0.0066599443156703
0.007708700374619,0.0164617798656747,0.0287884093513755,0.0068971115543469
0.0222620546976503,0.0334344635041887,0.0421826544251065,0.021774660182702
0.0193188659590807,0.0260339587163028,0.0462299846317252,0.0162263204780081
0.026963599465088,0.0378858128594865,0.0603098118710099,0.0257428481015605
0.0167927995029192,0.0266559266880958,0.0299985151112729,0.0177873904206112
0.0133530043236047,0.0232407686977124,0.0401128809279806,0.0124656752174992
0.010345378173808,0.0217109155560743,0.0385251967655781,0.0099537537815437
0.0204577965440552,0.025859332051364,0.036292767488222,0.017246052651478
0.0112039032365352,0.0210369877249743,0.031020633913408,0.0107493923839466
0.0134550717157812,0.0293041954509382,0.0439812652086431,0.0136131928257858
0.0262011865222975,0.0292673842089721,0.0495272135231857,0.0210293358209321
0.019883496540472,0.0303385716308082,0.0363637215607814,0.019054728926799
0.0084405729522911,0.0137486081605301,0.0207076711100133,0.0079644287154623
0.0122681627503316,0.0194668667004469,0.0247276360047747,0.0104884847754135
0.0174936126713322,0.0242436603959739,0.0260275044910857,0.0166605960333336
0.0132058439617066,0.0203064159164987,0.0341707038658844,0.0105053198896075
0.0141791079433654,0.0212246105479278,0.0294121833339017,0.013072471672993
0.0088146533216117,0.0175825000997383,0.0292329405355356,0.0073758754351963
0.0335110919658931,0.0412032843694716,0.0641483049379949,0.0300564044291932
0.0143171378065682,0.0155312151039068,0.0317426331959206,0.0109980907076799
0.019391432902871,0.0271397817554347,0.0481728488332915,0.016585943603363
0.0135127242400403,0.0159944350002653,0.0286554757177279,0.0118041591728949
0.0199188147639388,0.0275669077622666,0.0438817255206142,0.01595147291721
0.0126552680822286,0.021065248442322,0.0364030575572574,0.0107599337871805
0.0115722283967424,0.0190384682860885,0.0253861819532086,0.0123264890114401
0.026226189173628,0.0325306360815317,0.0404409494412316,0.0213448614746366
0.012157360662063,0.0180199610790579,0.0245059916212608,0.0106944984179576
0.0226718531860135,0.0259597333660711,0.0409452981137475,0.0173333331234812
0.0114996779694716,0.0154888335994841,0.0201612998236206,0.0106403866861468
0.0182238680687163,0.0297542315855485,0.0415102446889776,0.0168454385949889
0.0179375844760648,0.0315530162609603,0.0385023851257495,0.0175262110999232
0.017347955477349,0.0277527654323612,0.0413270643481636,0.014832042302196
0.0144957858107409,0.0220633167627917,0.0236243236282421,0.0157451309315199
0.0238736007325033,0.03120624972457,0.032270621060522,0.0202516689346486
0.0121154182525442,0.022459497651118,0.038380631885396,0.0099165267703749
0.0217904017509815,0.0326125593971266,0.0344097874970522,0.0218971119589154
0.02598749268206,0.02948804744094,0.0504607088640276,0.0184618437200703
0.0176406892385825,0.0240290598099328,0.0432706645647471,0.0138643515280219
0.0199416515979546,0.0287742031773142,0.0449877786456331,0.0164773602361839
0.0177758329882819,0.0288689957426149,0.039087250225553,0.0153144290466232
0.0149263013985603,0.0286601827238322,0.038096513567544,0.0139822569290013
0.0109536693947032,0.0168497757544226,0.0247704441109002,0.009524472831714
0.0094354997722587,0.0175331179584005,0.0290150428801427,0.0083490515321654
0.0125733329532685,0.0221689051480638,0.0362718040434681,0.0126085047087764
0.0142082238392795,0.0264407423820133,0.0412255792779081,0.0131521122085404
0.0173775043324374,0.0276465548838776,0.0478964814556399,0.0147625770613232
0.0159101508590096,0.0285030784350164,0.0397680275908461,0.0168765959725785
0.0280110581115231,0.0363626994765311,0.0446318629366772,0.0262874025237184
0.0278970657066211,0.0384103301319265,0.0583546496188543,0.0249824783996187
0.0295088801361747,0.0370687927815435,0.0557961436910032,0.0300969866850016
0.011079390781412,0.0225123726306367,0.039635329142322,0.0091534403457437
0.0135261733325191,0.0154899328543784,0.0272689102846672,0.0103574942971896
0.0185373666754799,0.0276398511728311,0.0424534637878185,0.0169660911481893
0.0125776787897434,0.0165475374576195,0.0215451534490556,0.0099816677477926
0.0192619491223398,0.035792356346556,0.0487030729778949,0.0188569675108715
0.0160583165499424,0.0149929930131888,0.0234433487236664,0.0127649861318675
0.014869091174627,0.0206086086325204,0.0379988668128825,0.012745027626036
0.0142446630634062,0.0188700427313713,0.023136183010281,0.0140898381553633
0.0235932566903868,0.0341563867830251,0.0494222670404692,0.0194753977062039
0.0153705610186827,0.0292900759880809,0.0359572026700107,0.0133115345215643
0.0156492425879268,0.0298179866749826,0.0415712408326113,0.015219117888256
0.0135953822123614,0.0134784259533717,0.0241444770120646,0.0112983454119402
0.0179627894806637,0.0226716738559091,0.0323890552725491,0.015817543997583
0.0143630938049164,0.0148133566684047,0.0204087354800319,0.0117501328423244
0.0129135413356187,0.0156254598985931,0.0227993640969437,0.0093244280134883
0.0211344525619898,0.0202502914236614,0.0274779568863024,0.0172109762803716
0.0189387527598724,0.0339824766224311,0.0441858432569303,0.0168189965898112
0.0303943592036339,0.0385668550378487,0.0580279997410954,0.0236997301130705
0.0168336032551849,0.0317455273864729,0.0426569886063125,0.0157691334830388
0.0250350017982342,0.0374915272715467,0.057158014250724,0.0214062661007144
0.0110819865599271,0.0154450667937244,0.030197239543679,0.0087344454430466
0.0091586134765549,0.0196725353459107,0.0307193767909125,0.0085932732854161
0.0176352721526748,0.025403976788049,0.0507252871205957,0.013127397168363
0.0229641835163089,0.029044043893278,0.0474186032452116,0.0177403767178933
0.0244564420698585,0.0301416939526206,0.0463493946147458,0.0176006060594812
0.0198361878418475,0.0283356046772869,0.0452058668461296,0.01356991145285
0.0279114528340868,0.0376445795960184,0.0518641739390237,0.0237394623997746
0.0122457979978244,0.0184747532795481,0.0227104240672414,0.012428485122562
0.0189289666245067,0.0278898491278981,0.0431389612701968,0.0162296760571847
0.0230923324376514,0.0364805145112647,0.0517793966216662,0.0200278660624617
0.0228672678809228,0.0267130546756546,0.0389244744517938,0.0183499904429425
0.0184065454987663,0.02615483776764,0.0334721641567867,0.0163822718986226
0.0268630651069349,0.0357817799685111,0.0502952016235986,0.0221465421592446
0.023996382411347,0.0363035517683997,0.0424301845850547,0.0221937376867885
0.0160010735136492,0.0196779819390181,0.0310217497942915,0.013998504062948
0.0159321774077285,0.0243711146679859,0.0375092830189295,0.0131817665345754
0.0081572054337327,0.0144519133969588,0.0207467947122517,0.0081125492248018
0.0131445511088034,0.0267134452641683,0.0369341488639145,0.0130244365948055
